id,name,name-slug
1130,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values
1128,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs
1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii
1627,Graph Connectivity With Threshold,graph-connectivity-with-threshold
1288,Remove Covered Intervals,remove-covered-intervals
1287,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array
1125,Smallest Sufficient Team,smallest-sufficient-team
1124,Longest Well-Performing Interval,longest-well-performing-interval
1123,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves
1122,Relative Sort Array,relative-sort-array
1259,Handshakes That Don't Cross,handshakes-that-dont-cross
1291,Sequential Digits,sequential-digits
1286,Iterator for Combination,iterator-for-combination
1619,Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings
1110,Delete Nodes And Return Forest,delete-nodes-and-return-forest
1109,Corporate Flight Bookings,corporate-flight-bookings
1108,Defanging an IP Address,defanging-an-ip-address
1246,Palindrome Removal,palindrome-removal
1273,Delete Tree Nodes,delete-tree-nodes
1272,Remove Interval,remove-interval
1271,Hexspeak,hexspeak
1106,Parsing A Boolean Expression,parsing-a-boolean-expression
1105,Filling Bookcase Shelves,filling-bookcase-shelves
1103,Distribute Candies to People,distribute-candies-to-people
1104,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree
1231,Divide Chocolate,divide-chocolate
1258,Synonymous Sentences,synonymous-sentences
1257,Smallest Common Region,smallest-common-region
1256,Encode Number,encode-number
1096,Brace Expansion II,brace-expansion-ii
1095,Find in Mountain Array,find-in-mountain-array
1094,Car Pooling,car-pooling
1093,Statistics from a Large Sample,statistics-from-a-large-sample
1216,Valid Palindrome III,valid-palindrome-iii
1245,Tree Diameter,tree-diameter
1244,Design A Leaderboard,design-a-leaderboard
1243,Array Transformation,array-transformation
1091,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix
1092,Shortest Common Supersequence ,shortest-common-supersequence
1090,Largest Values From Labels,largest-values-from-labels
1089,Duplicate Zeros,duplicate-zeros
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks
1230,Toss Strange Coins,toss-strange-coins
1229,Meeting Scheduler,meeting-scheduler
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression
1079,Letter Tile Possibilities,letter-tile-possibilities
1081,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters
1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths
1078,Occurrences After Bigram,occurrences-after-bigram
1183,Maximum Number of Ones,maximum-number-of-ones
1215,Stepping Numbers,stepping-numbers
1214,Two Sum BSTs,two-sum-bsts
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays
1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers
1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows
1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings
1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target
1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows
1197,Minimum Knight Moves,minimum-knight-moves
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket
1054,Distant Barcodes,distant-barcodes
1053,Previous Permutation With One Swap,previous-permutation-with-one-swap
1052,Grumpy Bookstore Owner,grumpy-bookstore-owner
1051,Height Checker,height-checker
1182,Shortest Distance to Target Color,shortest-distance-to-target-color
1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order
1181,Before and After Puzzle,before-and-after-puzzle
1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter
1049,Last Stone Weight II,last-stone-weight-ii
1048,Longest String Chain,longest-string-chain
1047,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string
1046,Last Stone Weight,last-stone-weight
1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks
1166,Design File System,design-file-system
1153,String Transforms Into Another String,string-transforms-into-another-string
1165,Single-Row Keyboard,single-row-keyboard
1044,Longest Duplicate Substring,longest-duplicate-substring
1043,Partition Array for Maximum Sum,partition-array-for-maximum-sum
1042,Flower Planting With No Adjacent,flower-planting-with-no-adjacent
1041,Robot Bounded In Circle,robot-bounded-in-circle
1121,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences
1162,As Far from Land as Possible,as-far-from-land-as-possible
1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree
1037,Valid Boomerang,valid-boomerang
1038,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree
1040,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii
1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters
1039,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon
1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern
1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together
1036,Escape a Large Maze,escape-a-large-maze
1035,Uncrossed Lines,uncrossed-lines
1034,Coloring A Border,coloring-a-border
1033,Moving Stones Until Consecutive,moving-stones-until-consecutive
1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array
1136,Parallel Courses,parallel-courses
1135,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost
1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value
1133,Largest Unique Number,largest-unique-number
1032,Stream of Characters,stream-of-characters
1031,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays
1029,Two City Scheduling,two-city-scheduling
1030,Matrix Cells in Distance Order,matrix-cells-in-distance-order
1028,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal
1026,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor
1120,Maximum Average Subtree,maximum-average-subtree
1134,Armstrong Number,armstrong-number
1119,Remove Vowels from a String,remove-vowels-from-a-string
1118,Number of Days in a Month,number-of-days-in-a-month
1027,Longest Arithmetic Subsequence,longest-arithmetic-subsequence
1025,Divisor Game,divisor-game
1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends
1100,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters
1099,Two Sum Less Than K,two-sum-less-than-k
1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number
1024,Video Stitching,video-stitching
1023,Camelcase Matching,camelcase-matching
1022,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers
1021,Remove Outermost Parentheses,remove-outermost-parentheses
1088,Confusing Number II,confusing-number-ii
1087,Brace Expansion,brace-expansion
1065,Index Pairs of a String,index-pairs-of-a-string
1086,High Five,high-five
1020,Number of Enclaves,number-of-enclaves
1019,Next Greater Node In Linked List,next-greater-node-in-linked-list
1018,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5
1017,Convert to Base -2,convert-to-base-2
1056,Confusing Number,confusing-number
1067,Digit Count in Range,digit-count-in-range
1066,Campus Bikes II,campus-bikes-ii
1064,Fixed Point,fixed-point
1016,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n
1015,Smallest Integer Divisible by K,smallest-integer-divisible-by-k
1014,Best Sightseeing Pair,best-sightseeing-pair
1013,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum
1063,Number of Valid Subarrays,number-of-valid-subarrays
1062,Longest Repeating Substring,longest-repeating-substring
1060,Missing Element in Sorted Array,missing-element-in-sorted-array
1061,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string
1012,Numbers With Repeated Digits,numbers-with-repeated-digits
1011,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days
1010,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60
1009,Complement of Base 10 Integer,complement-of-base-10-integer
1058,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target
1057,Campus Bikes,campus-bikes
1055,Shortest Way to Form String,shortest-way-to-form-string
1008,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal
1007,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row
1006,Clumsy Factorial,clumsy-factorial
1005,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations
1004,Max Consecutive Ones III,max-consecutive-ones-iii
1003,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions
1002,Find Common Characters,find-common-characters
1001,Grid Illumination,grid-illumination
1000,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones
999,Available Captures for Rook,available-captures-for-rook
998,Maximum Binary Tree II,maximum-binary-tree-ii
997,Find the Town Judge,find-the-town-judge
996,Number of Squareful Arrays,number-of-squareful-arrays
995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips
994,Rotting Oranges,rotting-oranges
993,Cousins in Binary Tree,cousins-in-binary-tree
992,Subarrays with K Different Integers,subarrays-with-k-different-integers
991,Broken Calculator,broken-calculator
990,Satisfiability of Equality Equations,satisfiability-of-equality-equations
989,Add to Array-Form of Integer,add-to-array-form-of-integer
988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf
987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree
986,Interval List Intersections,interval-list-intersections
985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries
984,String Without AAA or BBB,string-without-aaa-or-bbb
983,Minimum Cost For Tickets,minimum-cost-for-tickets
982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero
981,Time Based Key-Value Store,time-based-key-value-store
980,Unique Paths III,unique-paths-iii
979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree
978,Longest Turbulent Subarray,longest-turbulent-subarray
977,Squares of a Sorted Array,squares-of-a-sorted-array
976,Largest Perimeter Triangle,largest-perimeter-triangle
975,Odd Even Jump,odd-even-jump
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k
973,K Closest Points to Origin,k-closest-points-to-origin
509,Fibonacci Number,fibonacci-number
972,Equal Rational Numbers,equal-rational-numbers
971,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal
970,Powerful Integers,powerful-integers
969,Pancake Sorting,pancake-sorting
968,Binary Tree Cameras,binary-tree-cameras
967,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences
966,Vowel Spellchecker,vowel-spellchecker
965,Univalued Binary Tree,univalued-binary-tree
964,Least Operators to Express Number,least-operators-to-express-number
963,Minimum Area Rectangle II,minimum-area-rectangle-ii
962,Maximum Width Ramp,maximum-width-ramp
961,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array
960,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii
959,Regions Cut By Slashes,regions-cut-by-slashes
958,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree
957,Prison Cells After N Days,prison-cells-after-n-days
956,Tallest Billboard,tallest-billboard
955,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii
954,Array of Doubled Pairs,array-of-doubled-pairs
953,Verifying an Alien Dictionary,verifying-an-alien-dictionary
952,Largest Component Size by Common Factor,largest-component-size-by-common-factor
951,Flip Equivalent Binary Trees,flip-equivalent-binary-trees
950,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order
949,Largest Time for Given Digits,largest-time-for-given-digits
948,Bag of Tokens,bag-of-tokens
947,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column
946,Validate Stack Sequences,validate-stack-sequences
945,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique
944,Delete Columns to Make Sorted,delete-columns-to-make-sorted
943,Find the Shortest Superstring,find-the-shortest-superstring
942,DI String Match,di-string-match
941,Valid Mountain Array,valid-mountain-array
940,Distinct Subsequences II,distinct-subsequences-ii
939,Minimum Area Rectangle,minimum-area-rectangle
938,Range Sum of BST,range-sum-of-bst
937,Reorder Data in Log Files,reorder-data-in-log-files
936,Stamping The Sequence,stamping-the-sequence
935,Knight Dialer,knight-dialer
934,Shortest Bridge,shortest-bridge
933,Number of Recent Calls,number-of-recent-calls
932,Beautiful Array,beautiful-array
931,Minimum Falling Path Sum,minimum-falling-path-sum
930,Binary Subarrays With Sum,binary-subarrays-with-sum
929,Unique Email Addresses,unique-email-addresses
928,Minimize Malware Spread II,minimize-malware-spread-ii
927,Three Equal Parts,three-equal-parts
926,Flip String to Monotone Increasing,flip-string-to-monotone-increasing
925,Long Pressed Name,long-pressed-name
924,Minimize Malware Spread,minimize-malware-spread
923,3Sum With Multiplicity,3sum-with-multiplicity
922,Sort Array By Parity II,sort-array-by-parity-ii
921,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid
920,Number of Music Playlists,number-of-music-playlists
919,Complete Binary Tree Inserter,complete-binary-tree-inserter
918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray
917,Reverse Only Letters,reverse-only-letters
916,Word Subsets,word-subsets
915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals
914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards
913,Cat and Mouse,cat-and-mouse
912,Sort an Array,sort-an-array
911,Online Election,online-election
910,Smallest Range II,smallest-range-ii
909,Snakes and Ladders,snakes-and-ladders
908,Smallest Range I,smallest-range-i
907,Sum of Subarray Minimums,sum-of-subarray-minimums
906,Super Palindromes,super-palindromes
905,Sort Array By Parity,sort-array-by-parity
904,Fruit Into Baskets,fruit-into-baskets
903,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence
902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set
901,Online Stock Span,online-stock-span
900,RLE Iterator,rle-iterator
899,Orderly Queue,orderly-queue
898,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays
897,Increasing Order Search Tree,increasing-order-search-tree
896,Monotonic Array,monotonic-array
895,Maximum Frequency Stack,maximum-frequency-stack
894,All Possible Full Binary Trees,all-possible-full-binary-trees
893,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings
892,Surface Area of 3D Shapes,surface-area-of-3d-shapes
891,Sum of Subsequence Widths,sum-of-subsequence-widths
890,Find and Replace Pattern,find-and-replace-pattern
889,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal
888,Fair Candy Swap,fair-candy-swap
887,Super Egg Drop,super-egg-drop
886,Possible Bipartition,possible-bipartition
885,Spiral Matrix III,spiral-matrix-iii
884,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences
883,Projection Area of 3D Shapes,projection-area-of-3d-shapes
882,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph
881,Boats to Save People,boats-to-save-people
880,Decoded String at Index,decoded-string-at-index
478,Generate Random Point in a Circle,generate-random-point-in-a-circle
497,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles
519,Random Flip Matrix,random-flip-matrix
528,Random Pick with Weight,random-pick-with-weight
879,Profitable Schemes,profitable-schemes
878,Nth Magical Number,nth-magical-number
877,Stone Game,stone-game
876,Middle of the Linked List,middle-of-the-linked-list
875,Koko Eating Bananas,koko-eating-bananas
874,Walking Robot Simulation,walking-robot-simulation
873,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence
872,Leaf-Similar Trees,leaf-similar-trees
470,Implement Rand10() Using Rand7(),implement-rand10-using-rand7
871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops
870,Advantage Shuffle,advantage-shuffle
869,Reordered Power of 2,reordered-power-of-2
868,Binary Gap,binary-gap
867,Transpose Matrix,transpose-matrix
866,Prime Palindrome,prime-palindrome
865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes
864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys
710,Random Pick with Blacklist,random-pick-with-blacklist
863,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree
862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k
861,Score After Flipping Matrix,score-after-flipping-matrix
860,Lemonade Change,lemonade-change
859,Buddy Strings,buddy-strings
858,Mirror Reflection,mirror-reflection
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers
856,Score of Parentheses,score-of-parentheses
855,Exam Room,exam-room
854,K-Similar Strings,k-similar-strings
853,Car Fleet,car-fleet
852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array
851,Loud and Rich,loud-and-rich
850,Rectangle Area II,rectangle-area-ii
849,Maximize Distance to Closest Person,maximize-distance-to-closest-person
848,Shifting Letters,shifting-letters
847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes
846,Hand of Straights,hand-of-straights
845,Longest Mountain in Array,longest-mountain-in-array
844,Backspace String Compare,backspace-string-compare
843,Guess the Word,guess-the-word
842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence
841,Keys and Rooms,keys-and-rooms
840,Magic Squares In Grid,magic-squares-in-grid
839,Similar String Groups,similar-string-groups
838,Push Dominoes,push-dominoes
837,New 21 Game,new-21-game
836,Rectangle Overlap,rectangle-overlap
489,Robot Room Cleaner,robot-room-cleaner
835,Image Overlap,image-overlap
834,Sum of Distances in Tree,sum-of-distances-in-tree
833,Find And Replace in String,find-and-replace-in-string
832,Flipping an Image,flipping-an-image
622,Design Circular Queue,design-circular-queue
641,Design Circular Deque,design-circular-deque
831,Masking Personal Information,masking-personal-information
830,Positions of Large Groups,positions-of-large-groups
829,Consecutive Numbers Sum,consecutive-numbers-sum
828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string
827,Making A Large Island,making-a-large-island
826,Most Profit Assigning Work,most-profit-assigning-work
825,Friends Of Appropriate Ages,friends-of-appropriate-ages
824,Goat Latin,goat-latin
708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list
823,Binary Trees With Factors,binary-trees-with-factors
822,Card Flipping Game,card-flipping-game
821,Shortest Distance to a Character,shortest-distance-to-a-character
820,Short Encoding of Words,short-encoding-of-words
707,Design Linked List,design-linked-list
819,Most Common Word,most-common-word
818,Race Car,race-car
817,Linked List Components,linked-list-components
816,Ambiguous Coordinates,ambiguous-coordinates
815,Bus Routes,bus-routes
814,Binary Tree Pruning,binary-tree-pruning
813,Largest Sum of Averages,largest-sum-of-averages
812,Largest Triangle Area,largest-triangle-area
811,Subdomain Visit Count,subdomain-visit-count
810,Chalkboard XOR Game,chalkboard-xor-game
809,Expressive Words,expressive-words
808,Soup Servings,soup-servings
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline
806,Number of Lines To Write String,number-of-lines-to-write-string
805,Split Array With Same Average,split-array-with-same-average
804,Unique Morse Code Words,unique-morse-code-words
803,Bricks Falling When Hit,bricks-falling-when-hit
802,Find Eventual Safe States,find-eventual-safe-states
801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing
800,Similar RGB Color,similar-rgb-color
706,Design HashMap,design-hashmap
705,Design HashSet,design-hashset
799,Champagne Tower,champagne-tower
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score
797,All Paths From Source to Target,all-paths-from-source-to-target
796,Rotate String,rotate-string
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function
792,Number of Matching Subsequences,number-of-matching-subsequences
791,Custom Sort String,custom-sort-string
790,Domino and Tromino Tiling,domino-and-tromino-tiling
789,Escape The Ghosts,escape-the-ghosts
788,Rotated Digits,rotated-digits
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction
785,Is Graph Bipartite?,is-graph-bipartite
784,Letter Case Permutation,letter-case-permutation
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes
782,Transform to Chessboard,transform-to-chessboard
781,Rabbits in Forest,rabbits-in-forest
780,Reaching Points,reaching-points
779,K-th Symbol in Grammar,k-th-symbol-in-grammar
778,Swim in Rising Water,swim-in-rising-water
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string
704,Binary Search,binary-search
776,Split BST,split-bst
775,Global and Local Inversions,global-and-local-inversions
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station
773,Sliding Puzzle,sliding-puzzle
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size
772,Basic Calculator III,basic-calculator-iii
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree
700,Search in a Binary Search Tree,search-in-a-binary-search-tree
771,Jewels and Stones,jewels-and-stones
770,Basic Calculator IV,basic-calculator-iv
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii
767,Reorganize String,reorganize-string
766,Toeplitz Matrix,toeplitz-matrix
590,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal
589,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal
559,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree
558,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees
427,Construct Quad Tree,construct-quad-tree
431,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree
765,Couples Holding Hands,couples-holding-hands
764,Largest Plus Sign,largest-plus-sign
763,Partition Labels,partition-labels
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation
430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list
428,Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree
429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal
761,Special Binary String,special-binary-string
760,Find Anagram Mappings,find-anagram-mappings
759,Employee Free Time,employee-free-time
758,Bold Words in String,bold-words-in-string
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two
426,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list
756,Pyramid Transition Matrix,pyramid-transition-matrix
755,Pour Water,pour-water
754,Reach a Number,reach-a-number
753,Cracking the Safe,cracking-the-safe
752,Open the Lock,open-the-lock
751,IP to CIDR,ip-to-cidr
750,Number Of Corner Rectangles,number-of-corner-rectangles
749,Contain Virus,contain-virus
748,Shortest Completing Word,shortest-completing-word
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others
746,Min Cost Climbing Stairs,min-cost-climbing-stairs
745,Prefix and Suffix Search,prefix-and-suffix-search
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target
743,Network Delay Time,network-delay-time
742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree
709,To Lower Case,to-lower-case
741,Cherry Pickup,cherry-pickup
740,Delete and Earn,delete-and-earn
739,Daily Temperatures,daily-temperatures
738,Monotone Increasing Digits,monotone-increasing-digits
737,Sentence Similarity II,sentence-similarity-ii
736,Parse Lisp Expression,parse-lisp-expression
735,Asteroid Collision,asteroid-collision
734,Sentence Similarity,sentence-similarity
733,Flood Fill,flood-fill
732,My Calendar III,my-calendar-iii
731,My Calendar II,my-calendar-ii
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences
729,My Calendar I,my-calendar-i
728,Self Dividing Numbers,self-dividing-numbers
727,Minimum Window Subsequence,minimum-window-subsequence
726,Number of Atoms,number-of-atoms
725,Split Linked List in Parts,split-linked-list-in-parts
724,Find Pivot Index,find-pivot-index
723,Candy Crush,candy-crush
722,Remove Comments,remove-comments
721,Accounts Merge,accounts-merge
720,Longest Word in Dictionary,longest-word-in-dictionary
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters
716,Max Stack,max-stack
715,Range Module,range-module
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee
713,Subarray Product Less Than K,subarray-product-less-than-k
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings
711,Number of Distinct Islands II,number-of-distinct-islands-ii
699,Falling Squares,falling-squares
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets
697,Degree of an Array,degree-of-an-array
696,Count Binary Substrings,count-binary-substrings
695,Max Area of Island,max-area-of-island
694,Number of Distinct Islands,number-of-distinct-islands
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits
692,Top K Frequent Words,top-k-frequent-words
691,Stickers to Spell Word,stickers-to-spell-word
690,Employee Importance,employee-importance
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays
688,Knight Probability in Chessboard,knight-probability-in-chessboard
687,Longest Univalue Path,longest-univalue-path
686,Repeated String Match,repeated-string-match
685,Redundant Connection II,redundant-connection-ii
684,Redundant Connection,redundant-connection
683,K Empty Slots,k-empty-slots
682,Baseball Game,baseball-game
681,Next Closest Time,next-closest-time
680,Valid Palindrome II,valid-palindrome-ii
679,24 Game,24-game
678,Valid Parenthesis String,valid-parenthesis-string
677,Map Sum Pairs,map-sum-pairs
676,Implement Magic Dictionary,implement-magic-dictionary
675,Cut Off Trees for Golf Event,cut-off-trees-for-golf-event
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence
673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence
672,Bulb Switcher II,bulb-switcher-ii
671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree
670,Maximum Swap,maximum-swap
669,Trim a Binary Search Tree,trim-a-binary-search-tree
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table
667,Beautiful Arrangement II,beautiful-arrangement-ii
666,Path Sum IV,path-sum-iv
665,Non-decreasing Array,non-decreasing-array
664,Strange Printer,strange-printer
663,Equal Tree Partition,equal-tree-partition
662,Maximum Width of Binary Tree,maximum-width-of-binary-tree
661,Image Smoother,image-smoother
660,Remove 9,remove-9
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences
658,Find K Closest Elements,find-k-closest-elements
657,Robot Return to Origin,robot-return-to-origin
656,Coin Path,coin-path
655,Print Binary Tree,print-binary-tree
654,Maximum Binary Tree,maximum-binary-tree
653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst
652,Find Duplicate Subtrees,find-duplicate-subtrees
651,4 Keys Keyboard,4-keys-keyboard
650,2 Keys Keyboard,2-keys-keyboard
649,Dota2 Senate,dota2-senate
648,Replace Words,replace-words
647,Palindromic Substrings,palindromic-substrings
646,Maximum Length of Pair Chain,maximum-length-of-pair-chain
645,Set Mismatch,set-mismatch
644,Maximum Average Subarray II,maximum-average-subarray-ii
643,Maximum Average Subarray I,maximum-average-subarray-i
642,Design Search Autocomplete System,design-search-autocomplete-system
640,Solve the Equation,solve-the-equation
639,Decode Ways II,decode-ways-ii
638,Shopping Offers,shopping-offers
637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree
636,Exclusive Time of Functions,exclusive-time-of-functions
635,Design Log Storage System,design-log-storage-system
634,Find the Derangement of An Array,find-the-derangement-of-an-array
633,Sum of Square Numbers,sum-of-square-numbers
